lon,lat,d_20230101,d_20230115,d_20230129,d_20230212,d_20230226,d_20230312,d_20230326,d_20230409,d_20230423,d_20230507,d_20230521,d_20230604,d_20230618,d_20230702,d_20230716,d_20230730,d_20230813,d_20230827,d_20230910,d_20230924,d_20231008,d_20231022,d_20231105,d_20231119,d_20231203,d_20231217,d_20231231,d_20240114,d_20240128,d_20240211,d_20240225,d_20240310,d_20240324
4.9178,52.3319,0.6329072387383451,0.48331286032948895,0.20768336340962257,0.20114464153884137,0.12243706747365712,0.6381032945026962,0.005471807984619548,0.6243075568648371,0.5535339760246971,0.26152656274106234,0.5316001534389571,0.16367249658490335,0.48662374378027884,0.1307766136874159,0.027562494268711046,0.9836406290436986,0.39949936312955925,0.6982902330928985,0.07443792615737521,0.39019866360368494,0.6607444265960184,0.21927464346499026,0.5787045245103454,0.24134736693107905,0.6403680750845028,0.706756127605423,0.44797369120133046,0.8430645921448493,0.4921519120458485,0.5511513047587108,0.4293031391799019,0.8730043540979758,0.8726533146741199
4.91743,52.33182,0.5269061319198153,0.9414265289109963,0.09660903398271758,0.30315699096053494,0.07266710373811547,0.632541062398848,0.30116072802724914,0.7451308552897042,0.21623995199459534,0.9836827597615869,0.04178874829438417,0.34262812853161473,0.8735262086659641,0.1969845006241776,0.27111041588812135,0.3016480189702625,0.4086955012790322,0.9314603218280657,0.24479841892672005,0.8478102101777037,0.4245587198252603,0.11874237913716701,0.5817880811129915,0.8067519593866055,0.982711708719521,0.27742863117987604,0.6717906591486527,0.04300282895508434,0.3672401910050669,0.8681190831405275,0.5582936116214732,0.7424718164753343,0.6915562094213267
4.91659,52.33156,0.25039055737137084,0.8112876493123593,0.18548327862347658,0.5867472909529349,0.3536761227422497,0.7391033530835303,0.8666534572529696,0.9876547963271758,0.9087837721099052,0.0666587119297063,0.11213535305043554,0.1728421014308763,0.719687901764023,0.17458147916982125,0.4058033764270583,0.9423931566761319,0.6175062416893287,0.8031580236129945,0.6353441183991101,0.611082863141808,0.8540982589944711,0.8940436207704912,0.4020143745996049,0.6154419530101896,0.9186577762753625,0.2789711004155617,0.0748827076019628,0.6649064916262414,0.4706027962764118,0.11812901702012579,0.3701942699082641,0.7578952678255391,0.8048590174676341
4.91684,52.3316,0.2239532251330565,0.5541167164950689,0.34982846473267304,0.5220410469926856,0.5077008421251098,0.9794888778563823,0.7220002714355477,0.05490666358547436,0.3472445334299029,0.20997193356650878,0.24226184376226445,0.1245349609980051,0.6126352115048952,0.8061629860637709,0.8802886017836364,0.21744137422551157,0.2950150390777406,0.7863192375249525,0.8686272761046882,0.525157616486011,0.21763860716731254,0.1606245188753086,0.9800125991568042,0.4810021040981819,0.035788334376227415,0.06818067979285025,0.6660071804599984,0.3751073819159273,0.36508391331625833,0.755500063479097,0.07786409511083137,0.8581309684171649,0.7376788672236219
4.91787,52.3321,0.01810050473187952,0.29086262868065604,0.2563070086645226,0.9351984771350227,0.7089655742517458,0.27485411221558287,0.6531938767938716,0.018186133377577574,0.9637237545927051,0.24841422816432368,0.17612896654548194,0.6088663611467102,0.9424714297644763,0.7243787072132122,0.6357939826132055,0.38136370988732604,0.6811883943037984,0.8638721872411396,0.5972122903504467,0.9126481660985891,0.6650766861177417,0.497504644501638,0.19716622874406764,0.011314350998115286,0.7124669729447171,0.08303700167375527,0.6095551812472372,0.8603526465878171,0.7439332583991686,0.4238852318053722,0.706331143305945,0.8778984813366626,0.7372681686713393
4.91772,52.33185,0.027813989476831114,0.4420302436823754,0.26961933538370664,0.16720326532632368,0.6049220227714058,0.578873330569067,0.8369010988743045,0.46941653031257935,0.43928857056483916,0.5094978332736293,0.062296624619900154,0.6080820861404803,0.4428847575088606,0.5038152199368886,0.8497591769373969,0.9563128395754154,0.7327782720154031,0.575942234957612,0.8249321856446511,0.5762232232935005,0.44456889077876316,0.4941620664308982,0.23404909479158298,0.35956936527122474,0.02548636387365255,0.3095835252899999,0.6639729235798575,0.96019582892266,0.9625226974280581,0.9073620244941828,0.6401110596314867,0.2858401984043265,0.5780748629725596
4.91671,52.33167,0.03307058609861546,0.7198504480042514,0.687478313923347,0.02436293256690547,0.5589434318264775,0.8298393465104537,0.6421655864041991,0.45900307729679857,0.000817513944113557,0.8628140214722918,0.4398899447462439,0.4420009680144893,0.5673125646681265,0.03252090264384688,0.5033371831887905,0.7080455362920431,0.694656089960947,0.5541779681820811,0.7744328440062581,0.9373404073061565,0.9325089553087237,0.5288375081762595,0.994930250490832,0.17756768948751112,0.7974976838699036,0.929763909256704,0.9554382861390989,0.7810857906499576,0.899356342294089,0.8373243316605592,0.6540978402865975,0.1036514083953658,0.14708770582954633
4.91754,52.33199,0.3536111624557221,0.7527103497911617,0.3214618830778099,0.6031607137332263,0.32292908233187445,0.1541581983631407,0.6386651792310245,0.48924878656409265,0.35378361697381333,0.0038677224386943765,0.5475487601099572,0.3128772158363883,0.20882268120566283,0.053936597951371734,0.5522729566981412,0.5890176113737325,0.6168703851557722,0.15297245136240967,0.31527313286705727,0.13112236587716253,0.31626545227224834,0.9512717417384082,0.9907459718471155,0.32068219331246006,0.48251363176999096,0.10515428280982786,0.9898383164034871,0.7922996057013258,0.5448625211754727,0.7628640241752802,0.15188100422158524,0.5228043373187826,0.7236795711609592
4.91704,52.33177,0.34728988499587854,0.13247295206370624,0.3580102423363054,0.1077203448355113,0.8591857332431072,0.8915899383698012,0.9759272833640793,0.5313650363635624,0.8280734433498019,0.07972077369584707,0.809047765717903,0.4951975847360579,0.19084408801388397,0.22931383540652617,0.10035799398275569,0.18500755350573506,0.14205889110728587,0.3540809562287133,0.1726695031551465,0.2987471273666942,0.8609355467264534,0.7450786457530296,0.1988485562293707,0.21036867940587467,0.7971133913776803,0.37196284062209073,0.6481395349329673,0.5708897714091727,0.6147915467370823,0.039460853486198766,0.16941212724081411,0.20825047763658366,0.9061244956961955
4.91707,52.33177,0.730412520922348,0.8856738110975643,0.18718195993250253,0.7800124265202143,0.639580985653851,0.547008118905366,0.19523091172731,0.37274085567233695,0.8436736961237795,0.7424497599185507,0.698180975092546,0.3059656404793507,0.16957230343212515,0.10006073830543294,0.8211600009674428,0.9192246332312485,0.6993211934291583,0.2221013121504991,0.1937116417206236,0.09114962574390817,0.4678697142246393,0.21344564625291695,0.7711508822097501,0.9690082998297843,0.42873308391549514,0.612532304545636,0.6248225304155969,0.8314827004810994,0.7891552137676296,0.004456704115215704,0.4272514415120129,0.9439243363264046,0.9275468578164935
4.91743,52.33176,0.06692812422091832,0.6897915972917873,0.4220946079499027,0.4947561706774063,0.7214510827694617,0.33656087406481705,0.042260666773519806,0.5377056287520835,0.8209099534302319,0.9448399249845653,0.2872973555360323,0.4479359674489427,0.6563305665010817,0.5068573186926404,0.36226345302554597,0.8270702909195471,0.43160117704145873,0.07716113014659576,0.2899041860118977,0.07239162240159758,0.7499784273448286,0.17878963588795405,0.4021298020364933,0.046193146804303975,0.8778072431609156,0.7712332949788298,0.3252258445416121,0.09129742631402016,0.7739634156328044,0.7495138072005548,0.10868767695773562,0.855681714969797,0.6879224126793309
4.91755,52.3318,0.9275292946643555,0.3428251330117327,0.462284645548274,0.9394367915161793,0.5728715013273415,0.7318210406362542,0.2634308785108287,0.5886018878328272,0.14964953744621434,0.43377380786285014,0.21929953978208883,0.30157972835470803,0.9856609559369036,0.6606097534535494,0.8422180876028873,0.23181061232556777,0.1770097197457443,0.6349117928238792,0.45448838332503316,0.4624555470625925,0.6600052538025961,0.4669249472340201,0.21523070405407518,0.13269838595401717,0.5041170298555243,0.9802278933591544,0.9531379354390355,0.7280232983020037,0.6780470920042216,0.09802774541895587,0.10584618718488858,0.8685033340724535,0.9758045372896614
4.91726,52.33177,0.11128797032136284,0.6124568860299628,0.6686745635221406,0.4644600581047359,0.7095241207214251,0.2681743830617773,0.6490291101897532,0.12670213624197657,0.5133825003692679,0.6994754369723531,0.029918957727469664,0.0008646808444149334,0.5728396216379983,0.4301336815604708,0.5777395660657826,0.3116415893679497,0.1808507156618474,0.3116993277066027,0.9761803368538531,0.14606467480924867,0.18411322779129724,0.08151139425669263,0.6969047115844231,0.3661827919651359,0.31667241524512035,0.9482966314497081,0.16340203577897106,0.26664089554404813,0.8191783442274326,0.8351942739843589,0.27253305304417486,0.5262598770430201,0.324302725051551
4.91738,52.33184,0.9921810838206174,0.6487281855607762,0.24836634768337906,0.031345076281994566,0.10684942082477022,0.03836085968839109,0.19719290459847116,0.22899976606968597,0.47384112839656245,0.4872945033865743,0.8195124971519733,0.28274611104850256,0.5755083988906334,0.23933240403483136,0.22710851000434706,0.5598202874676068,0.5536820000222373,0.7229382283769299,0.47333301669551253,0.7187100491688719,0.10275149699705055,0.9543263738509691,0.1437452163689481,0.4783819452520419,0.12695809130208513,0.10150685740614374,0.9381188772643593,0.8110702714856407,0.9603962861659496,0.7273579146387625,0.47191877757129286,0.007296527696541655,0.9463839341714428
4.91705,52.33184,0.17821862827323365,0.19483138135203748,0.2877278367227012,0.6084293848158817,0.9204051160295866,0.7157363308787421,0.45700332811562916,0.47379709413545434,0.4084218405308915,0.7248817921462297,0.44029217321219694,0.969217384253674,0.28983922709434884,0.647672811002998,0.24311694640128245,0.3385698785890414,0.19337642144096856,0.6154372682506526,0.7243389073890822,0.26937999403155755,0.9549406992937218,0.7313466969273543,0.4901704015931716,0.42472316793547527,0.15336847200394665,0.968853672384079,0.4118634938380694,0.9732928885071696,0.24538070534278233,0.402360202929533,0.11679632696650888,0.16865453753251858,0.5881648189995704
4.9169,52.3317,0.6284670600379567,0.8162222257315428,0.17511038226214537,0.8802001967526127,0.7957603072464653,0.05527214804108349,0.11138708013848608,0.9389849612261644,0.766811967318122,0.738765100117875,0.6328820772725897,0.9048936279912259,0.22630776455029356,0.5622017767236708,0.9826162704489225,0.9123520454885632,0.7688374694357034,0.7146048791974874,0.10327057006401119,0.4732746425120391,0.25538562089831174,0.9796844516979538,0.2721765298991541,0.6548884148545032,0.12457136694757287,0.038909816073045556,0.704121220381272,0.3589739849747535,0.3127728285503639,0.6593685403294058,0.5000881801696724,0.2558112057312183,0.7253594984919658
4.91656,52.33155,0.5824654325491512,0.9633655508859208,0.30174839286779587,0.13739622719985656,0.5193031683020706,0.5964228478277707,0.11950575009895026,0.05590972234837366,0.015359514795146634,0.08880576977271293,0.7719580990199363,0.8704295694991017,0.6150894203435157,0.1826881835943629,0.5461639051757673,0.48448451615455423,0.9326755578752993,0.28225220037345,0.87207920381503,0.11969167575130246,0.07120806671290747,0.105571436557368,0.12363934706234214,0.6609826328696332,0.12702452541217313,0.4142145869539764,0.7628549974670211,0.3303154048977065,0.6183221635320147,0.05150925527428507,0.056243126934573784,0.4770519777979676,0.3868880230667139
4.91657,52.33155,0.24682048659325262,0.13455659936744113,0.166439773086675,0.24955108838578421,0.1722951306586269,0.05031923828891394,0.6034074012403807,0.21734076083641773,0.19081578853550019,0.32647279434701937,0.7272680509365057,0.8960279205099134,0.5881118278998942,0.02092700412113424,0.3888389460946867,0.42189731180202694,0.9312100325369749,0.974681208706259,0.7728949084282076,0.5959216206626612,0.3166557594078152,0.3756421024617471,0.2317522644438389,0.42061951452910273,0.7749168400954233,0.43258565724415876,0.1383690929373257,0.2571621738325629,0.6658182718990482,0.11565458455583821,0.3238797586795471,0.6700341977353812,0.03322183159667924
4.91672,52.33163,0.8316931109438161,0.3473240284781828,0.7457601365201859,0.6691888890809973,0.3174613148159352,0.2903630502143051,0.1087888504371407,0.3738627131736497,0.04508801275152163,0.7155406554150506,0.671283091380974,0.2666198426865668,0.1460031348677694,0.5474397474231844,0.3736117802110107,0.5039456122789054,0.7805160626768122,0.5004558976425021,0.3929729647129364,0.5089714751325305,0.8115462712258894,0.8383471978588943,0.4881083094748495,0.8159983741603326,0.26694692388413654,0.5719616672119006,0.9526233990106343,0.07835365719559939,0.16602773662092918,0.537170311772105,0.4000366454253108,0.04668230939111684,0.3425800002732231
4.9176,52.33181,0.6819662282779175,0.33726762733326565,0.6386929580121015,0.2795176041451102,0.8272370844414333,0.3038660232195586,0.5162090884553208,0.48388156739885513,0.20302428929799932,0.1744353043159509,0.33657604827362664,0.5170969261984267,0.35148344714904434,0.16241125418433955,0.35506847058877855,0.8852160574377711,0.8005676924948384,0.14371378081950614,0.9799370707506112,0.2383126437695401,0.5684943222713833,0.8497411786887431,0.6098956742419583,0.3824237998160359,0.028953213154038426,0.770516188097722,0.4470520123830255,0.7092432749636837,0.5035236694474464,0.619007395489649,0.1250340203361252,0.014307929145067066,0.09365474799900797
4.94308,52.33651,0.6349688241518064,0.030674810187669488,0.9411844440602894,0.059113576992390615,0.6625428125043644,0.5168464186937113,0.5575251880060409,0.34164152937099934,0.07616292102196665,0.36453042764748345,0.2862702674022324,0.5241593010617089,0.3152765015929866,0.02331227323170515,0.48915916799525894,0.04265267644118209,0.7550604608148881,0.8808872047539474,0.8069234727782163,0.7366262328276306,0.508060841394823,0.6076748511531939,0.2517995502042486,0.095717761000506,0.5183649031686569,0.3839699887079776,0.8251384244306432,0.7309444655356064,0.17635631677607622,0.44015689591678264,0.7263330728717174,0.08567347187207108,0.7338950905780146
4.94269,52.33677,0.13928846861285638,0.447871953702185,0.9506236786882757,0.7424704986955276,0.6250419482230823,0.5502354700316675,0.3299307261662108,0.18079387039647954,0.8383454542682115,0.13355796294551392,0.6467691723734883,0.8162238372234948,0.36911741532969244,0.10891496852825877,0.49790257561244455,0.8711473449715467,0.576574542653442,0.7350016221570416,0.6169119761339897,0.21547371356214773,0.8023797727125583,0.1764690241032948,0.9987708882353269,0.8715689993678021,0.3864945572113525,0.31149919077285915,0.01793011610943429,0.6458978879350412,0.12837295650703973,0.29953629547289395,0.8347438092956488,0.5481170831264206,0.4423330098385023
4.94268,52.33647,0.8360672697483009,0.25413037054960697,0.37441352402852657,0.2608247314364528,0.8659900587115802,0.21420951960855306,0.7039320484401868,0.16103809084106435,0.4392165413437841,0.45786963255307134,0.8868678951208692,0.6274739209475813,0.23260443935795871,0.9313661846997008,0.08050391517635835,0.05333629512791471,0.35809314529454195,0.6126209949394406,0.2286424658432683,0.39158703273121553,0.5852061224508771,0.5050178958839169,0.5290606172381725,0.8567469530533316,0.9839330923346262,0.07264062838574847,0.5776699482133133,0.8620059804901188,0.9560247020794889,0.3176846644551633,0.7586280012508808,0.6806112936450649,0.24666130775803896
4.94249,52.33659,0.9541394884618443,0.7419299354642261,0.2921796078579707,0.7125245998665082,0.1119451519671627,0.7788478781419605,0.3145273975214088,0.6300399032930821,0.19089250315071427,0.23284264057333703,0.2523395628222038,0.8538826112657463,0.38580913634516956,0.745761149477466,0.32550156407899533,0.8577599126925416,0.41347090425849475,0.39355772447704884,0.2953381775467725,0.16391839332846025,0.8477753529217307,0.47773476047401964,0.9285409514772084,0.6023362400714983,0.2036962710133533,0.5998601211356892,0.40761933532460315,0.10678392324924346,0.41997503472099085,0.3787042746662288,0.7628755928710229,0.4034110728944498,0.020518177042907815
4.94274,52.33659,0.5910140453849809,0.19806664130127927,0.639216824642068,0.6931487023841134,0.21700314577879676,0.8890662569483764,0.2186153860803809,0.1567373721146278,0.9051150778010925,0.6782387282721748,0.8911310304781732,0.10526832172318468,0.18338700902206406,0.9996910293235656,0.974361578678747,0.8117192141323488,0.04475159015583996,0.29118513998300743,0.4533766704520549,0.06068598450876206,0.07880790125209802,0.5073799074252053,0.35119825698379215,0.8857585407205424,0.5997543224539904,0.07207335836287032,0.5647429603060339,0.8742469048763043,0.5272750812857264,0.7804308392059293,0.8779691196932227,0.6149912842660964,0.9799861544948926
4.94259,52.33655,0.5807403372724562,0.865597036604965,0.44995456868378847,0.6215942700062719,0.35863923202933123,0.8598629605676519,0.6007584986644713,0.5858419273591241,0.8277832775399078,0.3682890086458409,0.4013348495966036,0.901333671944548,0.1947392811614962,0.3033521679843584,0.21089503867038817,0.9147873576002963,0.6820804249130168,0.11352361868825178,0.618350841527354,0.4146215219296857,0.5233531233639109,0.1730836804777267,0.9158264695118584,0.2864912274459456,0.3071178652594768,0.3076207141891263,0.12734471427508498,0.37902436073007884,0.08401803271990571,0.09082617567409934,0.6191468646884578,0.2643480662115447,0.196521940903022
4.94267,52.33676,0.048800285989031855,0.824332499011818,0.7384404166280425,0.007730801684342814,0.4433519333404107,0.04171400036024442,0.00987647379806722,0.2963593512216026,0.9825268774583403,0.06805630181528077,0.15554707089210118,0.4312440444271807,0.7539908196078349,0.4091936541944988,0.7402095438057044,0.6155623653683602,0.5473096565794536,0.09607683542562007,0.9706076401104046,0.5060535440011337,0.4448200055830509,0.8228498720969556,0.14513163348813352,0.0902604211635959,0.4794812805172305,0.5309538234812292,0.5150179185766663,0.9484281001492507,0.9581522850708769,0.5913115673339273,0.8030833650514154,0.3698460065490051,0.8417719352240522
4.94301,52.33636,0.8332073368017234,0.5980700452870188,0.3633348371849868,0.3992253111428514,0.6870913751234444,0.8901673035679991,0.7660105869968479,0.5653231999847969,0.27893413472313877,0.8203526282215846,0.8346782663546634,0.8709805110637396,0.16898921863257965,0.3896821658772115,0.8092894204729664,0.7061673271384289,0.934323074335323,0.6889590663090771,0.8985900736581203,0.2603162376312933,0.8054035097605787,0.5920376185963825,0.22877427147413276,0.5505382470942537,0.5805356737733,0.6596478303729496,0.2596569631312785,0.7466343022847376,0.06738442669287759,0.0897770301863482,0.786226662034815,0.9870964192480443,0.24802435909758425
4.94311,52.33643,0.3619367064874438,0.7436267317378197,0.3901779132692128,0.10453384208974503,0.54998303121345,0.3355833702684421,0.7144065827509033,0.4741866609976645,0.6317596578558938,0.5906962961645075,0.8627442301706536,0.3838645406575334,0.690170482702484,0.26676208764995957,0.9028420744779914,0.1358436058065351,0.11764859870832434,0.18098950015975235,0.39594688431640335,0.29366234292238025,0.4631136770781712,0.09708538195773386,0.07072620407938912,0.8383524335080955,0.8068222921689268,0.9694304494600217,0.9369774359695798,0.13208773497800108,0.861789077594822,0.6717768022847416,0.3255184808792829,0.8202771508917794,0.1410060237078874
4.94282,52.33637,0.7881479409633333,0.04266456056563672,0.16950905964472274,0.9213251573453822,0.4603481724809583,0.4105105675441224,0.9909826233899659,0.43227743055587153,0.551155163209184,0.7663696295943582,0.9960979837923876,0.8983259863433141,0.8017016354106187,0.54139756802219,0.7818403165173052,0.3688053277640633,0.1619383816362463,0.22430294298252984,0.5036452169039244,0.19451516824661597,0.8843948080378844,0.716641752566288,0.6098463675126454,0.13953412587127567,0.6955647070397537,0.9425304960820263,0.19426334063619888,0.34346078986070605,0.9247777893187518,0.95493380667523,0.6551295910256096,0.2953381734063816,0.30389848678635223
4.94219,52.33702,0.15022760728364282,0.26556441722444035,0.4335251137789581,0.8375232935046742,0.7658072714631925,0.3707954443446233,0.4489076531331446,0.49847295028658734,0.3144477934233856,0.4168622324413308,0.29365019324796837,0.6938027648494356,0.3250389727737709,0.25320945854956367,0.08199778322204843,0.4480832605224707,0.7313584554912662,0.7264356797927495,0.4923737870236701,0.9476128091712082,0.7284337498912566,0.1262436463213813,0.8802742354981096,0.2796303453398207,0.7080620800772384,0.4224333157728505,0.7525359006291804,0.5942155865067535,0.44969052999054315,0.9143712131994705,0.5110651768619956,0.5252253257120396,0.31351285850778876
4.94214,52.33682,0.8047203595934475,0.3153720765143231,0.6948643006438903,0.8276057483094766,0.20205887995206018,0.25737930947484,0.20574848009433522,0.3927489348340818,0.7779639768239396,0.36614512493072116,0.07061866917199044,0.2984332538159289,0.03776702984684799,0.35890099746918835,0.09848414677659723,0.9256084347934753,0.07657009595197539,0.13052715174060459,0.9847497048674562,0.45676312522483475,0.3246587041450837,0.3582270531888667,0.5026290562284306,0.00581721904501864,0.8181275812711635,0.3213454859113113,0.16872168367388052,0.8567422994454698,0.3969542355106048,0.18137627109221066,0.8836304548534664,0.3533679541137106,0.801434423998334
4.94248,52.33674,0.013154472020541097,0.2692086713249955,0.6859864243384634,0.4907104540963919,0.38696370811017156,0.2991248055193062,0.7448653460745966,0.5391443690332021,0.3329440620854137,0.9792886978589518,0.8316183559845005,0.8659024291220094,0.9035577527177633,0.5275805943956331,0.9925213425922625,0.6358993314621797,0.6728610309711415,0.2706001790507838,0.34824750004730287,0.9775666151679446,0.4758002571564456,0.8391201492161329,0.8598119545651536,0.44016564207177766,0.8052319150103302,0.10658478394329696,0.8665436990248668,0.5369783003376184,0.42436612465046075,0.8112333638931226,0.9716938223621805,0.8309940012380129,0.3987531112663171
4.94184,52.33698,0.3126475955802881,0.8218565108988504,0.6753334723914755,0.5726605869844139,0.019741828418956775,0.7228115545005112,0.16500109421436238,0.42608947238655914,0.9028956517382636,0.6943735527729407,0.6298658183208639,0.2991557027623488,0.9643198391208615,0.23479035862395792,0.3982365257471292,0.4984973617464611,0.13448502534660245,0.14637043774545366,0.2204196450182161,0.8931704869998638,0.6468372346720174,0.36343550951525605,0.6765290756485921,0.42829053723166366,0.16030224151711991,0.40826040488137216,0.28500726938910104,0.06188247555711346,0.21668412707642082,0.8875473435467425,0.709696337719092,0.3051159024804957,0.5763845179263085
