lat,lon,d_20230115,d_20230129,d_20230212,d_20230226,d_20230312,d_20230326,d_20230409,d_20230423,d_20230507,d_20230521,d_20230604,d_20230618,d_20230702,d_20230716,d_20230730,d_20230813,d_20230827,d_20230910,d_20230924,d_20231008,d_20231022,d_20231105,d_20231119,d_20231203,d_20231217,d_20231231,d_20240114,d_20240128,d_20240211,d_20240225,d_20240310,d_20240324
52.3318,4.91708,0.666724681349905,0.33490938807895265,0.016094169178840656,0.28566910196180795,0.7279568160695881,0.048713256857592646,0.8491340952666037,0.37799267662465885,0.9041362536793485,0.7874438836960949,0.44857976258470744,0.5929822003183686,0.378055721962156,0.9509776088167085,0.43093307283359694,0.5526854688654642,0.2579639044112749,0.5255608160329099,0.3971826457048304,0.6568503474660878,0.009686709415007821,0.7037391724879932,0.5669175739429877,0.7532722375348904,0.6555801280760444,0.3963484173183308,0.857507364576131,0.7934496885165387,0.5301558790367754,0.7423624711695255,0.5646158518593426,0.12386767699569734
52.33198,4.91744,0.5696439791970772,0.1121638074637431,0.4249403167184652,0.35351037232278626,0.45788064621943136,0.1377446092939707,0.8783374722037156,0.6239948138387179,0.24077384940372837,0.5319932458223731,0.750940012969957,0.039075008178075854,0.28016736131985853,0.10790712248719214,0.41999064259350194,0.7460728294083792,0.6548378737972766,0.30553655935936375,0.8740219320336676,0.3013914590388719,0.4069516531534274,0.7392072574815277,0.3064147177921822,0.36573965636006034,0.05308511854089093,0.7796319551177446,0.32518448967339153,0.9438540175327261,0.29748267791325467,0.1741576240903594,0.2769221663964453,0.08265931303297347
52.33167,4.91666,0.8080772420582883,0.014282313925269574,0.1690896884486649,0.506172607078026,0.8025242965916668,0.0061370441523357355,0.6531199128146137,0.5921782107047185,0.5495589034924719,0.8177347576561804,0.21186327753197953,0.42411174985720246,0.5049870938024368,0.8301850968266408,0.10335887237497443,0.9274992867255819,0.0825645409271214,0.022001302628888664,0.6762854489836992,0.546040629630193,0.695424950039519,0.7384442611958449,0.05724884468446012,0.9825095151001744,0.2525772966592753,0.3039308491177437,0.1908471639614583,0.9962101717274711,0.7814951384314297,0.774370483986906,0.90390426590733,0.8397465780705392
52.33172,4.91716,0.513363725340138,0.867084535177034,0.5747986021722691,0.2829718369955091,0.141610923668395,0.4892868680574741,0.24735023935307088,0.44837086370869994,0.6786881153701739,0.35409237684479766,0.42795206225251914,0.5511029531336752,0.26751408363343965,0.40531497900798863,0.7217560987027573,0.24466490128741603,0.8452619940243866,0.39819791711645014,0.29677116691510075,0.416764837498925,0.49581016517355614,0.4073908686839708,0.9064704022752833,0.6118910346639459,0.048338334716466536,0.42465795136961304,0.029054846436813553,0.8107471721708464,0.550531775467758,0.6209332445241528,0.3751081772559879,0.700291293678402
52.3319,4.91775,0.6037950053829704,0.9886057044748151,0.8537698349271904,0.8467214994006412,0.961204055041073,0.6049559257212775,0.6993584355579436,0.35636246288184603,0.8705113577537467,0.8345932806370991,0.5745745725945376,0.3196323532629257,0.7730658125965265,0.03424504094368719,0.873880842755991,0.7434887082315005,0.7569177685301024,0.6085708443366145,0.08454982199469374,0.7366568971105232,0.8360066289224273,0.10945552803260727,0.43394720302775414,0.3298390726289169,0.507606108996973,0.6227145107852265,0.940770485283793,0.6361769381147724,0.686358034745495,0.19196991417233222,0.7072394701146526,0.22611118242112505
52.33162,4.91657,0.9687026394659497,0.23769591191377692,0.22917120366652,0.029909442980809886,0.7727024591806804,0.026040543215008816,0.46341026945631225,0.43923844026357484,0.34443351315302884,0.40468615597485424,0.30813567253484997,0.714818067651989,0.8698557580822348,0.9479165171542073,0.49428109931753117,0.4710570550667075,0.6583877640910204,0.21562868646454925,0.46860295014759745,0.9266673280942039,0.4079650037265684,0.8297538854481081,0.3073928874102354,0.7043502965602758,0.6150040877343002,0.3472234555733916,0.03215161586404769,0.7360650968512976,0.6312103583173155,0.11921375316358096,0.17464366245585727,0.08152695747565997
52.33184,4.91758,0.23262327295190488,0.21028085293723053,0.02533050880872101,0.99620404689011,0.2631868666313668,0.4881865345972519,0.9707609008758389,0.5258212299125604,0.6130780653096499,0.15057051580812642,0.6184964759446838,0.047293372104415976,0.8450005188738151,0.45111357987502165,0.13350296655156002,0.21199606480545186,0.5312974822467837,0.3643314319085734,0.8204838087788637,0.3176699699357447,0.5082685351035485,0.3259246145831475,0.14788642359634985,0.4915837621632172,0.9043503744717152,0.9245482997267631,0.3313480795422883,0.10902284869742962,0.1724010242602605,0.8585108718593126,0.4724516248329218,0.6996196539727352
52.33168,4.91645,0.33474168707097807,0.4446648867737647,0.30007231010638613,0.013162936334238484,0.5631716183837723,0.23695305054988003,0.26581038379443256,0.6842912228460956,0.9210263782484207,0.8960658285559029,0.3408038174228861,0.2756113536003453,0.8543405289467704,0.6883216052032352,0.2095440671800305,0.4744086096691136,0.677651136921985,0.3904726788578159,0.1073498506902093,0.1636540343106233,0.2956991727688135,0.7982049513891316,0.5061647208207466,0.34400329576946365,0.53594102727052,0.3982708049882401,0.6344730078507331,0.7724679910454648,0.690333003191215,0.36576374235162157,0.08783020782380446,0.55813635075805
52.33159,4.91654,0.906776186650106,0.802866709308633,0.1225102108025019,0.7318078729081892,0.2723028847580804,0.564364341419507,0.055222223986171826,0.18112342255932667,0.6960026687713444,0.30804744611430923,0.8335687192663656,0.8258397758386995,0.46096652926170756,0.2649365355439327,0.8871490098135879,0.9830651394046886,0.42465834578275474,0.1150918164828918,0.9410384608140371,0.7652879671758029,0.01735648618840735,0.16963482889808246,0.02863386294034631,0.015534723988666177,0.8024766572289507,0.1131252001430213,0.3123754088816765,0.7127742444109029,0.41084580018966466,0.36531053259925683,0.7742403339069558,0.16507646322408676
52.33193,4.91763,0.09098261256770968,0.7902593548631287,0.8507204628785359,0.2868751878875151,0.22506075669942582,0.08611830487791716,0.5708368419545128,0.3628074781990429,0.8602031764606857,0.5107373907252205,0.4503141639265934,0.3139701726385552,0.05638075071260473,0.7846864968354141,0.6573734248233374,0.3899778079988939,0.3322014289354597,0.5770187856619803,0.06459323480030243,0.6909898176960818,0.09362716461957055,0.37601495147251573,0.2460659242504235,0.2288270325102828,0.4942934651843056,0.8824364961774052,0.7845461458676655,0.32543945320165346,0.8146237135979343,0.46776547128870727,0.34239200326521957,0.24616537268535044
52.33183,4.91722,0.403215942588231,0.6476808097418586,0.8523392357638413,0.3370053882499604,0.7208142996235757,0.10326508633420006,0.6017031585404956,0.16651190659650172,0.743615039812185,0.6846029363511767,0.3032847317278503,0.3750993257107732,0.5361690672058667,0.37659659464285844,0.804231236824169,0.2934070145748289,0.7433890225921851,0.24788307305839963,0.7692841003065142,0.010617499262170593,0.2026355039014195,0.23558537214064956,0.29646325468168266,0.1507139871374411,0.3460396390583267,0.5407881710881283,0.8936268592559787,0.6558021465077045,0.26855033405065953,0.37162781740097606,0.7184924337983828,0.33676995746059435
52.33168,4.91644,0.4352668036268784,0.2205951539580524,0.46949430285178273,0.6363667804497817,0.5829881209902719,0.9071997764775608,0.6423667905374577,0.7506470459749272,0.9856972257076667,0.5201727495101319,0.11011417201860119,0.40926793919543336,0.8431253895575972,0.6692395789600702,0.21934684377389302,0.9447446078037034,0.4229251614555327,0.8246784823674286,0.6402708013963839,0.35994657078833847,0.7174127273956948,0.6404887881345348,0.5393477223182581,0.5321364773397743,0.7931435603646321,0.5234533831373307,0.8576976829783419,0.9125198044087913,0.4639321082288642,0.33108422541071314,0.4548949143202746,0.7303414392292076
52.33199,4.9177,0.10507302044297162,0.7423377927553954,0.9254623039019703,0.3543649184001847,0.9596341210346859,0.21645551367848004,0.638961860417177,0.2616718774207655,0.39503196919288563,0.2594590250213985,0.8584489506788219,0.2745257358512099,0.7636123716720611,0.7100536455102018,0.9233242872512412,0.42815371056901974,0.5210008311946046,0.40211136486721766,0.6315031845913958,0.6555647934344445,0.10381721913000763,0.6349060284372198,0.13218939986223122,0.6438436547542472,0.1626829727537038,0.5280205313262487,0.0823491582419037,0.07334839592843823,0.05050348582066211,0.39210534378601447,0.27982853506649086,0.821415448420889
52.33171,4.91667,0.5495285375088103,0.20803781873183613,0.739446506616473,0.7767865630198586,0.19745545657399488,0.4408677579910951,0.12835283476413017,0.29512255948325083,0.867453961870532,0.607031279256249,0.1467614598789786,0.903700938129101,0.7816492787721473,0.3661658933381501,0.03621310404837552,0.08270394853781016,0.5716101860049315,0.298601231195765,0.3183644156942329,0.43811104078118535,0.4068696997349681,0.6850834091292228,0.8773255098388246,0.8185174203735383,0.7161650001557864,0.6336232134830038,0.7967315578792751,0.5737798449511181,0.025031808917254872,0.41149598711680013,0.8710902643417844,0.0024972353494482347
52.33162,4.9166,0.15181095027509972,0.9673392792280299,0.7733863028774626,0.324968064928881,0.8922968268032972,0.6757228926619878,0.5093761547755502,0.9592570424719485,0.7003703420678427,0.23535491030452949,0.212133211889997,0.30940510564447155,0.47877340376603605,0.8139168730690651,0.20452379632819084,0.4957867625213779,0.8719566764798052,0.23386698163732933,0.6541541050702774,0.0050419974299263925,0.6031957826476861,0.39388956849197043,0.26117256702227953,0.06983483361747533,0.3587397546804941,0.6382626410098803,0.5822140120823052,0.14562556446584096,0.9132072059436939,0.7754386970236071,0.07625413783583856,0.5479121536798294
52.33191,4.91736,0.962841858127051,0.4227838191803033,0.33411993398042195,0.8352091207954714,0.9344474576278118,0.06661656374459946,0.4150866257414363,0.7635933300608668,0.5371551276485327,0.24810826347674153,0.19044158470635741,0.4270639772836554,0.85312831535734,0.8205459316909174,0.2789487447346579,0.3010722410170036,0.33601275956170606,0.6375895064798361,0.04182169148425863,0.8436275446243183,0.8914993417815422,0.5496876438688483,0.20923194854289473,0.12145001598567062,0.06909829993329863,0.9706333601118574,0.36764013986352573,0.10232229061200859,0.18725631930158249,0.9092544108073581,0.7384806792894679,0.6862710617648032
52.33205,4.91777,0.19563923290966823,0.8926464083408537,0.2878137508659392,0.5639938522696433,0.39690991563835665,0.43964233463774705,0.09746797611039482,0.9574923644588258,0.3296493331242407,0.5866787464435486,0.29827126623464917,0.5544088776406281,0.615873785020169,0.3169827625892414,0.08185876417470073,0.542284157449894,0.47009192286721224,0.5504420740264967,0.276320039534768,0.03823873811172496,0.22790839174560273,0.5937820802712339,0.8456896568092479,0.913776477028213,0.385856867294609,0.6559521260988318,0.5965840161394964,0.3954177226966624,0.07315609556236335,0.7125591374967161,0.21039555417041478,0.2535872918922887
52.33182,4.91694,0.08616256294320834,0.8147817966464175,0.4989064828338131,0.17051120229186723,0.10671873172518465,0.7135733545674605,0.8274818329811512,0.6480150042142381,0.32699885142555596,0.37786371127405605,0.08493112209135811,0.6711253762440313,0.033337983533343385,0.3645350122099432,0.8480540583848093,0.6420707818074759,0.12361846405374566,0.9399090688998127,0.6968509484000893,0.3490640344295083,0.2051353699865457,0.2540181672508103,0.2695119102565299,0.6885195700758442,0.7523688729100925,0.9838160906274069,0.25195825344032163,0.7313159593161449,0.20263590182858127,0.8685434437205101,0.6985042225464577,0.3822132006648076
52.33185,4.91697,0.70260982850178,0.7233657286464632,0.7033636601712868,0.04608352048657349,0.634045486313234,0.5700852733492742,0.4801390820696475,0.3794117302951081,0.6641372487122753,0.23947494980452588,0.8160683220309304,0.2558288198638001,0.6086931623095602,0.3767471438487753,0.3844316610266738,0.5071229672014688,0.31370040853562964,0.85119520017566,0.03490455157239902,0.12121079721459993,0.19933888677282574,0.6415921793440624,0.7091817132918885,0.1876367972397598,0.08473459103828895,0.2287650944602454,0.5830011195119641,0.15527848159750146,0.7481421814692454,0.10133151879544211,0.34354330224086105,0.22117475333431802
52.33157,4.91658,0.5471483121288304,0.006228011488402352,0.3204578636895523,0.0774321607919739,0.39964547552453533,0.27867030677035,0.9440272174322104,0.2591632631543507,0.6138656633750482,0.7186959870905398,0.5564994913050153,0.4727021327179729,0.23620651845687157,0.5220793707765109,0.1515802959214464,0.9648904387062549,0.09986623069554457,0.1078973024679526,0.41836175884421967,0.8811916012266142,0.6793692523577985,0.20903603830960804,0.06152321346566558,0.35402801826176244,0.07787249730865498,0.46098310062099734,0.9598660225101229,0.6313892644843356,0.32023864378078537,0.09400371277011466,0.9311096569254456,0.5198414761981425
52.33659,4.94268,0.13828283849214884,0.8702487342250321,0.2204159735802732,0.018530164134728078,0.1956882687913455,0.7275425253950577,0.4693277128459007,0.6774804005126474,0.778522679858978,0.6478408586013521,0.8332959029549382,0.952219617691213,0.685469823210037,0.2679639162086117,0.9103860650962171,0.07521456390318593,0.42911787374909116,0.022612609267128603,0.8394945123414205,0.7570755290048327,0.20401684774168583,0.16127393195247353,0.24783104568377567,0.5463819756446595,0.8619170123224369,0.20503886347601286,0.9085340237047587,0.5490345170668084,0.10366423759684318,0.852175573642106,0.895344707124798,0.011687371888986386
52.33691,4.94186,0.8632328801816445,0.3974882517327687,0.5565897518010638,0.33127509151688983,0.6332570148280153,0.7776295691829903,0.5637884602554232,0.8867666204321966,0.7706152267097222,0.36129004851717583,0.08114484494116192,0.07880600384475611,0.7681714182625937,0.46148467973671603,0.4440483077551235,0.3104432280032927,0.35010736006116205,0.10195396767658882,0.426774411081575,0.4057752273900662,0.2564491516958226,0.38384464352614933,0.9730973303762654,0.05140329830617962,0.9656656121439678,0.5998636968080516,0.36097354129560333,0.8714043379418616,0.7691339598146257,0.8756186590880359,0.5522487976263126,0.6132937183992943
52.33685,4.94239,0.24393295694460004,0.3491552808005036,0.486440052976882,0.6087269904852606,0.5576603736374898,0.06895947271603431,0.4919474884422975,0.027858082427105413,0.07672246498684199,0.15448081411050796,0.36745164018085197,0.45639481279225425,0.46883113925510556,0.07809238698228849,0.19945723624233058,0.19374139342368324,0.6145601250109923,0.5856060215452794,0.8879283337902226,0.7616799103672492,0.494122750393059,0.7160783452321164,0.5734667424920004,0.03742395440846302,0.5341753201445636,0.18948718794629826,0.9979619190426118,0.035164562918933884,0.1556014729188805,0.06477228805040669,0.7714567861894134,0.6228632118713969
52.33688,4.9424,0.6193990317691466,0.5204900616721784,0.9232704420809035,0.299170531933203,0.7069563629515717,0.32927201489735836,0.39911520356145325,0.26938316427751974,0.9277667595687242,0.7446071303235929,0.31680843217311394,0.6549589250913208,0.26111495246229854,0.5295523779223568,0.126008298784971,0.9147409401365114,0.5731646432928547,0.021912741710765293,0.01714299915521056,0.12680389908628575,0.9897548323563342,0.8804181640744715,0.01842087577154794,0.5429455680326292,0.36775306904700333,0.06598121676665347,0.2813358416741759,0.4400398549089919,0.5979294009167939,0.3365880699082745,0.41545185561870446,0.1728746705600177
52.33643,4.94271,0.03251143144600255,0.36545136626886454,0.6253940549195195,0.21110298869515653,0.8241897041332997,0.4846047112447923,0.4416772771005647,0.3321027090304074,0.38737269164526855,0.9609468583795757,0.5101743834497254,0.22146972015269806,0.819850706651657,0.16203666372124126,0.5960169324504658,0.7992801078482156,0.4379507891918052,0.2024201932243178,0.5996188890905078,0.7819093290031977,0.7892345108995653,0.474261385079498,0.8693202282561423,0.11709470054520554,0.535298722584668,0.579393604165257,0.5824553544292024,0.03291522202112829,0.7040290680614179,0.7708005946208291,0.5818869658766691,0.7923940781814877
52.33644,4.94304,0.9052292102764776,0.742995317584985,0.4305761235179878,0.9552519821222089,0.8711060084180391,0.4960722357568803,0.5495682364214208,0.042054007440371244,0.6342220802954042,0.9509444648095833,0.4520928953533696,0.7235786397622646,0.8095887911940757,0.7204096350996182,0.3181196108354516,0.6240241393665327,0.6357582217557622,0.7510555305748228,0.8849615514031258,0.7184536646148607,0.3123046633165333,0.9038179978943719,0.671475373870614,0.9773340142102609,0.4329713978751779,0.4695853993583248,0.5698549898077359,0.23597017455798064,0.21989515339710042,0.8350380437289882,0.5949384251490942,0.19023612171779147
52.33664,4.94246,0.03691092135797025,0.4175778691216978,0.06655675896597646,0.35395369226928475,0.15418787850701865,0.005659628222372315,0.04379037587247048,0.752786779156034,0.5467993009261185,0.9600920740789075,0.6010904561506261,0.5763097488591808,0.5677337438129665,0.6764510521650151,0.6276303898184575,0.6484694217169655,0.8958176552120669,0.34250380623711085,0.5399693359442255,0.6249948325283745,0.8367906417982842,0.9390982837357748,0.6248320917030166,0.7201252939224575,0.8663244702117167,0.5225331670334048,0.9116962243725255,0.6486441785211644,0.5318565088523003,0.5326524352621033,0.3511609751076762,0.4926266514803259
52.3366,4.94299,0.30441502880728977,0.1576847672204279,0.6156360166785467,0.824272427495197,0.619786494657259,0.258155375135106,0.48643645374133726,0.32303489849282785,0.48468083850742016,0.6565369500063202,0.06061820782443239,0.5652611586172325,0.15725138417727358,0.7231702075483285,0.5821567142941549,0.30126966674344535,0.611329029190828,0.9250204527502706,0.7208535974029282,0.18593676838461937,0.04615698588375372,0.10100055999388757,0.539626208616715,0.896684216535973,0.7089735396229934,0.9876023932398033,0.7343353467540462,0.5985394695153904,0.6587811922114318,0.4132400850767126,0.43968109081079276,0.9380658656103875
52.33672,4.94259,0.17931693795267,0.2987027319384683,0.3111847806531495,0.749935834913116,0.960398454844334,0.3524963047540163,0.7183469921825435,0.16273214215937104,0.22168930580148938,0.4613790323640853,0.41079758589707893,0.8391207826544377,0.23562561168717067,0.7338396009631593,0.18318799052043744,0.28561659217924706,0.5284519474633049,0.47000949292830185,0.9435841443345943,0.9915306990427215,0.4915278504098347,0.9273863138610912,0.48974407586888136,0.23424789558651105,0.2903481191235512,0.5470888112386666,0.369233414961912,0.4418755054470829,0.1437808810414728,0.5870173688691794,0.6493101485491819,0.19156685138385354
52.33697,4.9421,0.6386895942827041,0.06737905285920442,0.5910168734476704,0.02793534436522116,0.36228328749341254,0.49883323385481804,0.4023121522127693,0.22393796089782192,0.9530142588056235,0.9424616574602479,0.4314954978901636,0.5778152891496202,0.43935023464374556,0.29294287514829365,0.9213220551740756,0.04911938158304385,0.6289242841276933,0.9349133188993539,0.2577661104108989,0.553911120102919,0.31238247487885384,0.44193634364166234,0.27221562618186723,0.343199720294467,0.7622104055262022,0.08316509620142065,0.882083981352602,0.02396039430340635,0.16955742945354024,0.30598999517498027,0.7166940421628526,0.07738640207148928
52.33649,4.943,0.18753304068011956,0.19169097727295015,0.08124890998792567,0.04842675134114227,0.37650945481680165,0.8094046120551305,0.47711807287125274,0.4089340228431081,0.09332237802966892,0.04544183604574037,0.34896796345695313,0.7790946468403959,0.2037419092484598,0.18144017671704327,0.23967939639045732,0.21452761547652222,0.6305772745295903,0.23749529728721674,0.44352670690777074,0.05380160067659623,0.6845239356265689,0.5769313114800646,0.21718210471690558,0.5263885839407028,0.6334611198170609,0.4976261375754987,0.8097353193331691,0.7523954154709466,0.3188084858024467,0.07235642352469085,0.22285531240985923,0.401320101698019
52.33694,4.94207,0.3838538989116368,0.7305909800330183,0.745359736631174,0.20199897651052046,0.6869704428703315,0.952418124328634,0.004628453544267774,0.7448710610907038,0.8727933969894973,0.6749534125877397,0.6842943461699115,0.5578035844635184,0.1368650695243525,0.8068917073501796,0.18022996802552127,0.3126306496093685,0.37013414191376226,0.5154132227240982,0.5265955617649901,0.4577403132529272,0.45286838757738934,0.9779638543515454,0.6168981679876865,0.12489723293553168,0.7203887242778079,0.9647066720908604,0.3714140561710273,0.02672029861960623,0.503584511366568,0.4581642972475345,0.5010299733344423,0.9687946378204342
52.337,4.94174,0.1445532767052281,0.2769764659468833,0.8806238186359436,0.45209249141142316,0.07753178331403321,0.34486581442029696,0.5086263408780878,0.3923114544781813,0.05954816023300025,0.5713029149854235,0.8003661853163703,0.9952365544347511,0.5908830839685475,0.13697407190855315,0.8361659915336854,0.6945954687438397,0.6750829625322198,0.6239951516384425,0.4413181708302881,0.4952772798535233,0.18480296982764732,0.8349411589177106,0.8155876555513261,0.9010091916194932,0.3410137578964483,0.425127931620771,0.5957526360712709,0.5364931953130508,0.5369394306436668,0.30708648145665607,0.7842130885383721,0.36490729020682167
52.33674,4.9422,0.34006399837143486,0.20354465780890152,0.08030869258552442,0.4442074577979518,0.8956295819368546,0.38612872929962483,0.4759131052007245,0.10544916546335947,0.10735590480005486,0.5417947906137862,0.1877709398813341,0.6248365287006672,0.22726920927223693,0.23148798282299243,0.6053883151780775,0.20561005717576553,0.8252259484330392,0.8921942740173697,0.2875355192346679,0.8509698057195635,0.51903420486933,0.46505762182118915,0.15314014171111434,0.6795566737108917,0.2187628388586088,0.41798911969867014,0.6806281471137892,0.8518409791397745,0.7663235190721253,0.0321493170128071,0.43520416126236827,0.2878132662480819
52.33676,4.94273,0.17727924201995726,0.4998225910979397,0.7529625148545405,0.968049598584908,0.9337247401543473,0.9133307229987276,0.5006091424879955,0.6065980507141953,0.33412478795536993,0.23752573586360293,0.5463287562776776,0.009188086880608126,0.15147255659450487,0.6962166115266942,0.4224001290797055,0.558860096289283,0.3339951032071883,0.6853449478194535,0.7936843436705056,0.8674352004306398,0.8477940248573136,0.1059221976324819,0.8041619255729597,0.8049374204259742,0.650788880167189,0.7878763714978925,0.70308839146746,0.4525647325223756,0.14510208216138587,0.20722370534269718,0.6010548690278766,0.8992462515263304
52.33674,4.94236,0.39845348518885904,0.6299621197151901,0.4396253236896681,0.44595940200372175,0.7184218254235586,0.39999804662632277,0.323461926882578,0.5911016176015491,0.28276768549246967,0.436371614068949,0.9972206988325126,0.3233179056754564,0.27743926388467177,0.060307156842842935,0.0315091951193287,0.7193260830794465,0.8920346553382928,0.3594381191401693,0.7775682138162872,0.8468022484247327,0.31060165265014616,0.57191273518004,0.5883478505920173,0.12852421900069777,0.468813709482265,0.16932872490329198,0.6850418883091034,0.6223459266576181,0.28371454329004564,0.47815314167211775,0.771354034227574,0.9742396199347908
